"id";"name"
"537117398";"家饰-装饰/摆设/布艺/十字绣-布料/皮革料/手工DIY面料"
"538117373";"家饰-装饰/摆设/布艺/十字绣-餐桌布艺"
"538117412";"家饰-装饰/摆设/布艺/十字绣-窗帘/窗纱"
"538117413";"家饰-装饰/摆设/布艺/十字绣-窗帘/门帘配件"
"536878058";"家饰-装饰/摆设/布艺/十字绣-创意家居"
"536878060";"家饰-装饰/摆设/布艺/十字绣-地垫地毯"
"538117399";"家饰-装饰/摆设/布艺/十字绣-缝纫DIY材料、工具及成品"
"538118393";"家饰-装饰/摆设/布艺/十字绣-工艺摆设/工艺品"
"538118397";"家饰-装饰/摆设/布艺/十字绣-挂饰/壁饰"
"536878066";"家饰-装饰/摆设/布艺/十字绣-花瓶/花器/仿真花/仿真饰品"
"536878065";"家饰-装饰/摆设/布艺/十字绣-蜡烛/烛台"
"538118396";"家饰-装饰/摆设/布艺/十字绣-闹钟/挂钟/计时器"
"538118395";"家饰-装饰/摆设/布艺/十字绣-墙贴/开关贴/玻璃贴"
"538117392";"家饰-装饰/摆设/布艺/十字绣-沙发套/家电防尘套/万能盖布"
"538118400";"家饰-装饰/摆设/布艺/十字绣-饰品盒/饰品架"
"538117356";"家饰-装饰/摆设/布艺/十字绣-十字绣/刺绣"
"538117355";"家饰-装饰/摆设/布艺/十字绣-十字绣/刺绣工具配件"
"537103081";"家饰-装饰/摆设/布艺/十字绣-相册/相簿"
"536878067";"家饰-装饰/摆设/布艺/十字绣-相框/相架/相片墙"
"538118398";"家饰-装饰/摆设/布艺/十字绣-香薰用品"
"538372737";"家饰-装饰/摆设/布艺/十字绣-装饰定制"
"538118392";"家饰-装饰/摆设/布艺/十字绣-装饰画/DIY数字油画"
"538118399";"家饰-装饰/摆设/布艺/十字绣-竹炭用品"
"538117379";"家饰-装饰/摆设/布艺/十字绣-坐垫/椅垫/沙发垫"
"537899225";"家用电器-按摩保健"
"538082513";"家用电器-厨房电器"
"538089732";"家用电器-大家电"
"538089752";"家用电器-个人护理"
"538372650";"家用电器-家电配件"
"538372644";"家用电器-商用电器"
"538082512";"家用电器-生活小家电"
"538082514";"家用电器-影音家电"
"537899443";"家装-灯饰/厨卫/建材/五金/涂料-安防报警设备"
"536899445";"家装-灯饰/厨卫/建材/五金/涂料-窗"
"538115240";"家装-灯饰/厨卫/建材/五金/涂料-厨房"
"538110792";"家装-灯饰/厨卫/建材/五金/涂料-灯具照明"
"537878149";"家装-灯饰/厨卫/建材/五金/涂料-电池/电源/电力设备"
"536899448";"家装-灯饰/厨卫/建材/五金/涂料-电动/电热工具"
"536899449";"家装-灯饰/厨卫/建材/五金/涂料-家用工具"
"537899450";"家装-灯饰/厨卫/建材/五金/涂料-家装/装潢材料"
"536899451";"家装-灯饰/厨卫/建材/五金/涂料-门"
"538112262";"家装-灯饰/厨卫/建材/五金/涂料-涂料油漆"
"537899454";"家装-灯饰/厨卫/建材/五金/涂料-卫浴洁具"
"538372651";"家装-灯饰/厨卫/建材/五金/涂料-五金与工具"
"536899452";"家装-灯饰/厨卫/建材/五金/涂料-装饰品"
"538114648";"精品男装-T恤/衬衫/针织/卫衣/马甲"
"538114649";"精品男装-男士裤装"
"538114647";"精品男装-男士外套"
"538114653";"精品男装-特色服装"
"538372649";"精品男装-休闲套装"
"538114650";"精品男装-正装西服"
"538372767";"旅游出行-旅游路线"
"538372766";"旅游出行-旅游信息"
"538372765";"旅游出行-票务"
"538372691";"卖家服务-促销管理"
"538372693";"卖家服务-店铺装修"
"538372692";"卖家服务-订单管理"
"538372698";"卖家服务-行业/店铺分析"
"538372695";"卖家服务-客户服务"
"538372694";"卖家服务-客户关系管理"
"538372689";"卖家服务-流量推广"
"538372697";"卖家服务-品控服务"
"538372699";"卖家服务-企业内部管理"
"538372690";"卖家服务-商品管理"
"538372696";"卖家服务-图片拍摄/处理"
"538372700";"卖家服务-运营服务"
"538113702";"美容护肤/美体/精油-唇部护理"
"537891062";"美容护肤/美体/精油-精油芳疗"
"538074192";"美容护肤/美体/精油-美齿清洁/口腔护理"
"538113700";"美容护肤/美体/精油-面部护理"
"538372715";"美容护肤/美体/精油-面部洗护工具"
"537891086";"美容护肤/美体/精油-男士护理"
"537890978";"美容护肤/美体/精油-纤体/美胸"
"538074173";"美容护肤/美体/精油-身体护理"
"538074174";"美容护肤/美体/精油-手足护理"
"538113701";"美容护肤/美体/精油-眼部护理"
"538117574";"奶粉/辅食/营养品-果泥/米粉/婴幼儿辅食"
"537098262";"奶粉/辅食/营养品-酱油/拌饭料/婴幼儿调味品"
"538117568";"奶粉/辅食/营养品-牛初乳/维生素/婴幼儿营养品"
"537094815";"奶粉/辅食/营养品-糖果/泡芙/奶酪/零食"
"538106088";"奶粉/辅食/营养品-婴幼儿奶粉"
"537114646";"女士内衣/男士内衣/家居服/袜子-打底吊带/背心/T恤/打底衫"
"538072133";"女士内衣/男士内衣/家居服/袜子-家居服/睡衣/浴衣"
"538072134";"女士内衣/男士内衣/家居服/袜子-基础打底保暖"
"538072135";"女士内衣/男士内衣/家居服/袜子-抹胸(裹胸)/肚兜"
"537114643";"女士内衣/男士内衣/家居服/袜子-男士袜子"
"536891477";"女士内衣/男士内衣/家居服/袜子-内裤"
"537898919";"女士内衣/男士内衣/家居服/袜子-内衣配件"
"536891483";"女士内衣/男士内衣/家居服/袜子-女士短袜/打底袜/丝袜/美腿袜"
"538072132";"女士内衣/男士内衣/家居服/袜子-塑身内衣"
"538072112";"女士内衣/男士内衣/家居服/袜子-文胸/文胸套装"
"536891484";"女士内衣/男士内衣/家居服/袜子-其它内衣"
"536891958";"女鞋-女士帆布鞋"
"536891951";"女鞋-女士凉鞋"
"536891949";"女鞋-女士单鞋"
"536899932";"女鞋-女士拖鞋"
"536891954";"女鞋-女士休闲鞋"
"536891950";"女鞋-女士靴子"
"536907514";"女鞋-女士雨鞋"
"536894983";"女鞋-女鞋定制"
"537880085";"汽车/摩托/配件/服务-车模/汽车杂志/纪念品"
"537880078";"汽车/摩托/配件/服务-出租/培训/服务等"
"538111688";"汽车/摩托/配件/服务-电动车/助动车及配件"
"537880059";"汽车/摩托/配件/服务-滑板车及配件"
"537880033";"汽车/摩托/配件/服务-摩托车配件"
"537174836";"汽车/摩托/配件/服务-摩托车整车"
"538372770";"汽车/摩托/配件/服务-摩托车装饰养护"
"537880026";"汽车/摩托/配件/服务-汽车GPS导航仪及配件"
"538099319";"汽车/摩托/配件/服务-汽车零配件"
"538372592";"汽车/摩托/配件/服务-汽车美容/保养/维修"
"538099317";"汽车/摩托/配件/服务-汽车外饰品/加装装潢/防护"
"538099335";"汽车/摩托/配件/服务-汽车影音/车用电子/电器"
"538099313";"汽车/摩托/配件/服务-汽车用品/内饰品"
"538099374";"汽车/摩托/配件/服务-汽车整车"
"538372749";"汽车/摩托/配件/服务-实体服务"
"537174835";"汽车/摩托/配件/服务-其他摩托车用品"
"538370923";"热销女包/男包/功能箱包-包袋"
"538370924";"热销女包/男包/功能箱包-功能箱包"
"538370925";"热销女包/男包/功能箱包-皮带"
"538370926";"热销女包/男包/功能箱包-钱包/卡包/钥匙包/零钱包/其他小包"
"536894984";"热销女包/男包/功能箱包-箱包定制"
"538372768";"生活本地-腾讯QQ专区"
"538372763";"生活本地-网店装修与服务"
"538372769";"生活本地-网络游戏装备/游戏币/代练"
"538372762";"生活本地-移动/联通/电信充值中心"
"538372761";"生活本地-移动/联通/电信网上营业厅"
"538071219";"食品/茶叶/特产/滋补品-饼干/糕点/膨化食品"
"538071218";"食品/茶叶/特产/滋补品-茶叶/普洱/花草茶"
"538098058";"食品/茶叶/特产/滋补品-调味品/烘培原料"
"538370950";"食品/茶叶/特产/滋补品-方便速食/罐头"
"538071214";"食品/茶叶/特产/滋补品-果汁/饮料/牛奶制品"
"538071223";"食品/茶叶/特产/滋补品-海味零食/鱿鱼丝"
"538370966";"食品/茶叶/特产/滋补品-海鲜/水产品/制品"
"538071215";"食品/茶叶/特产/滋补品-酒类制品"
"538071221";"食品/茶叶/特产/滋补品-蜜饯/果脯/坚果/炒货"
"538370957";"食品/茶叶/特产/滋补品-南北干货/肉类干货"
"538071217";"食品/茶叶/特产/滋补品-藕粉/麦片/天然粉/冲饮品"
"538071222";"食品/茶叶/特产/滋补品-肉类零食/牛肉干/豆腐干"
"538370965";"食品/茶叶/特产/滋补品-生肉/肉制品"
"538372648";"食品/茶叶/特产/滋补品-食品提货券"
"538370961";"食品/茶叶/特产/滋补品-熟食/凉菜/私房菜"
"538097834";"食品/茶叶/特产/滋补品-水果蔬菜/蔬菜制品/食用菌"
"538071216";"食品/茶叶/特产/滋补品-速溶咖啡/咖啡豆/粉"
"538071224";"食品/茶叶/特产/滋补品-糖果/果冻/巧克力"
"538097833";"食品/茶叶/特产/滋补品-新鲜蛋类/蛋制品"
"538071213";"食品/茶叶/特产/滋补品-燕窝/人参/蜂产品/滋补品"
"538097835";"食品/茶叶/特产/滋补品-油/米/面粉/杂粮"
"537891463";"时尚女装/中老年装/婚纱礼服-婚纱/礼服/旗袍"
"537898074";"时尚女装/中老年装/婚纱礼服-女士裤子"
"538072992";"时尚女装/中老年装/婚纱礼服-女士裙子"
"538072872";"时尚女装/中老年装/婚纱礼服-女士上衣"
"536894982";"时尚女装/中老年装/婚纱礼服-女装定制"
"537891541";"时尚女装/中老年装/婚纱礼服-套装/制服"
"538073012";"时尚女装/中老年装/婚纱礼服-中式服装/民族服装/舞台装"
"536898775";"时尚饰品-DIY饰品/配件/散珠"
"537074786";"时尚饰品-摆件"
"537102538";"时尚饰品-耳饰"
"536898771";"时尚饰品-发饰"
"537109490";"时尚饰品-挂件"
"537074780";"时尚饰品-脚链"
"537074781";"时尚饰品-戒指/指环"
"536898531";"时尚饰品-男士饰品"
"537074782";"时尚饰品-情侣对饰"
"537074778";"时尚饰品-手链"
"536898774";"时尚饰品-首饰保养/鉴定"
"537074783";"时尚饰品-首饰盒/展示架"
"537074784";"时尚饰品-首饰套装"
"537074779";"时尚饰品-手镯"
"536898776";"时尚饰品-体环"
"537074772";"时尚饰品-项链"
"537074773";"时尚饰品-项坠/吊坠"
"537074785";"时尚饰品-胸针/领针"
"537174306";"时尚饰品-腰链"
"537900919";"书籍/报纸/杂志-保健/心理健康"
"537901187";"书籍/报纸/杂志-传记"
"537900876";"书籍/报纸/杂志-地图/地理"
"537900666";"书籍/报纸/杂志-电脑/网络/计算机"
"537900967";"书籍/报纸/杂志-动漫/幽默"
"537901076";"书籍/报纸/杂志-法律"
"537900931";"书籍/报纸/杂志-个人理财"
"537901637";"书籍/报纸/杂志-工具书/百科全书"
"537901424";"书籍/报纸/杂志-工业技术"
"537901014";"书籍/报纸/杂志-管理"
"537901126";"书籍/报纸/杂志-古籍"
"537900904";"书籍/报纸/杂志-家居/休闲游戏"
"537901301";"书籍/报纸/杂志-建筑"
"537901581";"书籍/报纸/杂志-教材"
"537900852";"书籍/报纸/杂志-家庭教育"
"537101443";"书籍/报纸/杂志-期刊杂志"
"537900976";"书籍/报纸/杂志-经济"
"537901367";"书籍/报纸/杂志-进口原版书"
"537901712";"书籍/报纸/杂志-考试"
"537901287";"书籍/报纸/杂志-科普读物"
"537900859";"书籍/报纸/杂志-两性关系"
"537901161";"书籍/报纸/杂志-历史"
"537901664";"书籍/报纸/杂志-旅游"
"537900944";"书籍/报纸/杂志-美丽装扮"
"537900956";"书籍/报纸/杂志-美食"
"537901493";"书籍/报纸/杂志-农业/林业"
"537901514";"书籍/报纸/杂志-青春文学"
"537901204";"书籍/报纸/杂志-少儿"
"537901504";"书籍/报纸/杂志-社会科学"
"537900829";"书籍/报纸/杂志-收藏/鉴赏"
"537900838";"书籍/报纸/杂志-体育/运动"
"537901253";"书籍/报纸/杂志-外语"
"537901153";"书籍/报纸/杂志-文化"
"537901569";"书籍/报纸/杂志-文学"
"537901526";"书籍/报纸/杂志-小说"
"537900776";"书籍/报纸/杂志-艺术"
"537901318";"书籍/报纸/杂志-医学"
"538372736";"书籍/报纸/杂志-乐器教材/曲谱/音乐书"
"537900864";"书籍/报纸/杂志-孕产妇/育儿"
"537901087";"书籍/报纸/杂志-政治/军事"
"537901106";"书籍/报纸/杂志-哲学/宗教"
"537901220";"书籍/报纸/杂志-中小学教辅"
"537901382";"书籍/报纸/杂志-自然科学"
"537900763";"书籍/报纸/杂志-自我实现/励志"
"537906653";"数码配件-笔记本配件"
"537102526";"数码配件-创意配件"
"538372605";"数码配件-存储配件"
"536897557";"数码配件-电脑转换口/连接线"
"537082452";"数码配件-耳机/耳麦"
"538117645";"数码配件-平板电脑配件"
"537906655";"数码配件-摄像/相机配件"
"537898922";"数码配件-手机配件"
"536898141";"数码配件-手写笔"
"537118070";"数码配件-数据线"
"537174569";"数码配件-智能设备"
"537101945";"数码配件-其他数码配件"
"536897502";"数码相机/摄像机/单反/器材-LOMO相机"
"537082412";"数码相机/摄像机/单反/器材-镜头"
"537102001";"数码相机/摄像机/单反/器材-单电/微单"
"537074298";"数码相机/摄像机/单反/器材-单反相机"
"537074293";"数码相机/摄像机/单反/器材-数码摄像机"
"537074292";"数码相机/摄像机/单反/器材-数码相机"
"537116436";"数码相机/摄像机/单反/器材-一次成像相机"
"537074297";"数码相机/摄像机/单反/器材-其他相机"
"537103312";"网络服务/电脑软件/网店装修-程序/软件开发"
"537071015";"网络服务/电脑软件/网店装修-电脑软件光盘"
"537101881";"网络服务/电脑软件/网店装修-电脑软件激活码"
"537101880";"网络服务/电脑软件/网店装修-店铺个性装修"
"536871066";"网络服务/电脑软件/网店装修-电子像册/网络硬盘"
"537103313";"网络服务/电脑软件/网店装修-电子邮局/网络邮箱转让"
"536871067";"网络服务/电脑软件/网店装修-电子邮箱"
"537103314";"网络服务/电脑软件/网店装修-服务器托管"
"537103315";"网络服务/电脑软件/网店装修-服务器租用"
"536871068";"网络服务/电脑软件/网店装修-建站服务"
"537103316";"网络服务/电脑软件/网店装修-企业邮局"
"537074295";"网络服务/电脑软件/网店装修-摄影/摄像服务"
"537103317";"网络服务/电脑软件/网店装修-数据库服务"
"537103318";"网络服务/电脑软件/网店装修-网络传真服务"
"537103319";"网络服务/电脑软件/网店装修-网络建站服务"
"537103320";"网络服务/电脑软件/网店装修-网络软/硬件维护"
"537103321";"网络服务/电脑软件/网店装修-网络推广"
"537103322";"网络服务/电脑软件/网店装修-网络硬盘"
"537103323";"网络服务/电脑软件/网店装修-网络钟点工"
"537103324";"网络服务/电脑软件/网店装修-网站竞价排名"
"536874974";"网络服务/电脑软件/网店装修-相册制作"
"536871065";"网络服务/电脑软件/网店装修-虚拟主机"
"536871064";"网络服务/电脑软件/网店装修-域名"
"536874973";"网络服务/电脑软件/网店装修-照片冲印"
"536871069";"网络服务/电脑软件/网店装修-其他网络服务"
"538116457";"网游API-QQ幻想世界"
"538113286";"网游API-QQ华夏"
"538119092";"网游API-QQ仙灵"
"538117911";"网游API-QQ仙侠传"
"538372701";"网游API-QQ自由幻想"
"538372709";"网游API-轩辕传奇"
"538114536";"网游API-御龙在天"
"537094808";"玩具/模型/动漫/早教/益智-宝宝纪念品"
"538371717";"玩具/模型/动漫/早教/益智-彩泥/手工制作/仿真/过家家玩具"
"538371731";"玩具/模型/动漫/早教/益智-电动/遥控/惯性/发条玩具"
"538371716";"玩具/模型/动漫/早教/益智-电子/发光/充气/整蛊玩具"
"538110918";"玩具/模型/动漫/早教/益智-户外运动/休闲/传统玩具"
"538371719";"玩具/模型/动漫/早教/益智-积木/拆装/串珠/拼图/配对玩具"
"538104636";"玩具/模型/动漫/早教/益智-静态模型"
"538104624";"玩具/模型/动漫/早教/益智-聚会/魔术/cosplay用具"
"538371715";"玩具/模型/动漫/早教/益智-卡通/动漫/游戏/网游周边"
"538371722";"玩具/模型/动漫/早教/益智-科学/解锁/迷宫/魔方/悠悠球"
"537088772";"玩具/模型/动漫/早教/益智-毛绒布艺类玩具"
"538104625";"玩具/模型/动漫/早教/益智-棋牌/桌面游戏"
"538104623";"玩具/模型/动漫/早教/益智-手办/BJD/玩偶/机器人"
"536894980";"玩具/模型/动漫/早教/益智-手印脚印制作"
"538371739";"玩具/模型/动漫/早教/益智-童车/儿童轮滑"
"538104622";"玩具/模型/动漫/早教/益智-玩具模型零件/工具/耗材/辅件"
"537088781";"玩具/模型/动漫/早教/益智-娃娃/配件"
"536894979";"玩具/模型/动漫/早教/益智-婴儿胎毛笔制作"
"538371728";"玩具/模型/动漫/早教/益智-婴童文具用品/儿童书包"
"538371738";"玩具/模型/动漫/早教/益智-油动遥控模型"
"538371732";"玩具/模型/动漫/早教/益智-幼儿响铃/布书手偶/爬行健身"
"538371740";"玩具/模型/动漫/早教/益智-游泳池/戏水玩具"
"538371737";"玩具/模型/动漫/早教/益智-游乐/教学设备/大型设施"
"538371726";"玩具/模型/动漫/早教/益智-早教/音乐/智能玩具"
"538372670";"唯品会专用类目-男装"
"538372675";"唯品会专用类目-女装"
"538372680";"唯品会专用类目-童装"
"538372681";"唯品会专用类目-鞋类"
"538372793";"鲜花蛋糕/家政/婚庆/服务-个性定制/设计服务"
"538372791";"鲜花蛋糕/家政/婚庆/服务-会员/优惠/现金/加油卡"
"538372787";"鲜花蛋糕/家政/婚庆/服务-婚庆用品/婚礼服务"
"538372792";"鲜花蛋糕/家政/婚庆/服务-家政/咨询等服务"
"538372795";"鲜花蛋糕/家政/婚庆/服务-鲜花蛋糕"
"538111142";"鲜花蛋糕/园艺/礼品/服务-创意/商务/节庆/工艺礼品"
"538111134";"鲜花蛋糕/园艺/礼品/服务-绿植园艺"
"537895018";"鲜花蛋糕/园艺/礼品/服务-鲜花蛋糕"
"537878969";"邮币/古董/字画/收藏-标牌章"
"537879014";"邮币/古董/字画/收藏-磁卡/卡片"
"536878944";"邮币/古董/字画/收藏-雕塑雕刻"
"537878945";"邮币/古董/字画/收藏-古董木艺"
"536878957";"邮币/古董/字画/收藏-古董钟表"
"537879027";"邮币/古董/字画/收藏-古旧书刊"
"537878914";"邮币/古董/字画/收藏-古玩"
"537878933";"邮币/古董/字画/收藏-金石篆刻"
"537878940";"邮币/古董/字画/收藏-奇石/观赏石/矿物晶体"
"537879033";"邮币/古董/字画/收藏-老唱机/收音机/老唱片"
"537878966";"邮币/古董/字画/收藏-老相机/老相片"
"537879004";"邮币/古董/字画/收藏-连环画"
"538372732";"邮币/古董/字画/收藏-明星/旅游/体育纪念品"
"537879008";"邮币/古董/字画/收藏-票证"
"537878974";"邮币/古董/字画/收藏-钱币"
"537878923";"邮币/古董/字画/收藏-收藏类报刊/目录/图书"
"537174468";"邮币/古董/字画/收藏-收藏品"
"537879023";"邮币/古董/字画/收藏-文房四宝"
"537878949";"邮币/古董/字画/收藏-文革时期收藏品"
"536878932";"邮币/古董/字画/收藏-现代紫砂/陶瓷"
"536894987";"邮币/古董/字画/收藏-印章雕刻"
"537878984";"邮币/古董/字画/收藏-邮品"
"537878926";"邮币/古董/字画/收藏-玉器/玉石"
"537878997";"邮币/古董/字画/收藏-字画书法碑帖"
"537878959";"邮币/古董/字画/收藏-宗教收藏品"
"538103277";"乐器及配件-MIDI乐器/电脑音乐"
"538111201";"乐器及配件-电子琴/数码钢琴/合成器"
"538103282";"乐器及配件-儿童玩具乐器"
"538111211";"乐器及配件-风琴/手风琴/口风琴"
"536895010";"乐器及配件-钢琴"
"538103270";"乐器及配件-吉他/贝司"
"538103271";"乐器及配件-吉他配件"
